Fiscal Quarter,Region,State,Bank Group,Population Group,No of Offices,Deposit,Credit,Actual District (Not Decoded),District Code,Census Flag
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,PRIVATE SECTOR BANKS,Semi-urban,1,63.241,69.977,TEHRI GARHWAL,286,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,PRIVATE SECTOR BANKS,Semi-urban,2,362.723,131.343,PITHORAGARH,283,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,PRIVATE SECTOR BANKS,Semi-urban,4,361.847,109.85,GARHWAL,285,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,PRIVATE SECTOR BANKS,Semi-urban,4,1341.465,408.18,HARIDWAR,277,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,PRIVATE SECTOR BANKS,Semi-urban,5,681.678,210.907,ALMORA,282,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,PRIVATE SECTOR BANKS,Semi-urban,6,992.052,421.332,NAINITAL,281,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,PRIVATE SECTOR BANKS,Semi-urban,8,1671.435,200.072,DEHRA DUN,287,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,PRIVATE SECTOR BANKS,Semi-urban,21,4694.46,4933.094,UDHAM SINGH NAGAR,219,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,PRIVATE SECTOR BANKS,Urban,6,2228.623,333.451,HARIDWAR,277,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,PRIVATE SECTOR BANKS,Urban,7,2242.321,818.147,NAINITAL,281,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,PRIVATE SECTOR BANKS,Urban,18,8697.75,4274.644,DEHRA DUN,287,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Rural,2,35.668,70.572,UTTAR KASHI,289,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Rural,2,111.219,91.121,HARIDWAR,277,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Rural,4,350.391,538.766,UDHAM SINGH NAGAR,219,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Rural,5,469.812,179.593,CHAMPAWAT,233,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Rural,6,331.662,270.585,RUDRAPRAYAG,201,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Rural,9,364.283,202.824,CHAMOLI,284,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Rural,12,872.005,674.964,DEHRA DUN,287,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Rural,12,895.643,351.275,BAGESHWAR,238,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Rural,16,1464.901,745.005,NAINITAL,281,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Rural,17,1042.555,334.273,ALMORA,282,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Rural,18,890.84,456.461,TEHRI GARHWAL,286,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Rural,20,1240.004,672.5,PITHORAGARH,283,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Rural,31,1692.977,701.277,GARHWAL,285,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Semi-urban,1,28.875,41.437,CHAMPAWAT,233,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Semi-urban,1,48.806,112.469,DEHRA DUN,287,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Semi-urban,1,81.253,48.014,TEHRI GARHWAL,286,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Semi-urban,1,107.804,45.833,UTTAR KASHI,289,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Semi-urban,1,542.23,372.062,PITHORAGARH,283,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Semi-urban,2,237.587,145.084,CHAMOLI,284,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Semi-urban,2,333.761,151.17,NAINITAL,281,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Semi-urban,2,474.01,159.271,ALMORA,282,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Semi-urban,3,45.057,76.202,HARIDWAR,277,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Semi-urban,3,475.694,279.465,GARHWAL,285,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Semi-urban,4,524.701,523.771,UDHAM SINGH NAGAR,219,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Urban,1,262.58,132.714,NAINITAL,281,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Urban,2,54.395,179.198,HARIDWAR,277,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,REGIONAL RURAL BANKS,Urban,5,505.932,654.355,DEHRA DUN,287,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Rural,8,2033.115,424.591,CHAMPAWAT,233,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Rural,9,2116.436,359.433,NAINITAL,281,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Rural,9,2606.579,546.989,BAGESHWAR,238,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Rural,13,2955.736,2391.01,UDHAM SINGH NAGAR,219,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Rural,13,4453.01,1453.126,DEHRA DUN,287,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Rural,14,1549.958,705.594,UTTAR KASHI,289,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Rural,15,3213.141,895.845,RUDRAPRAYAG,201,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Rural,15,6128.772,2866.239,HARIDWAR,277,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Rural,19,4502.992,1190.57,CHAMOLI,284,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Rural,25,5027.369,1262.602,PITHORAGARH,283,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Rural,26,4806.342,942.729,TEHRI GARHWAL,286,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Rural,27,4945.881,1108.057,ALMORA,282,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Rural,36,7484.426,1323.982,GARHWAL,285,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Semi-urban,1,515.901,136.055,CHAMPAWAT,233,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Semi-urban,1,1029.769,238.735,UTTAR KASHI,289,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Semi-urban,3,2198.497,480.548,PITHORAGARH,283,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Semi-urban,4,1525.905,327.513,TEHRI GARHWAL,286,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Semi-urban,4,1759.967,509.574,CHAMOLI,284,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Semi-urban,4,3640.294,856.452,ALMORA,282,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Semi-urban,4,3930.783,675.376,NAINITAL,281,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Semi-urban,5,4870.469,1090.954,GARHWAL,285,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Semi-urban,10,6902.252,2625,HARIDWAR,277,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Semi-urban,12,7485.224,1839.826,DEHRA DUN,287,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Semi-urban,17,5178.188,7221.841,UDHAM SINGH NAGAR,219,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Urban,7,4269.499,1585.543,NAINITAL,281,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Urban,12,3471.646,992.993,HARIDWAR,277,2001
2009-10:Q4,CENTRAL REGION,UTTARAKHAND,SBI AND ITS ASSOCIATES,Urban,36,100356.507,9307.006,DEHRA DUN,287,2001
2009-10:Q4,EASTERN REGION,ANDAMAN & NICOBAR ISLANDS,NATIONALISED BANKS,Rural,1,87.952,49.279,NORTH AND MIDDLE ANDAMAN,301,2001
2009-10:Q4,EASTERN REGION,ANDAMAN & NICOBAR ISLANDS,NATIONALISED BANKS,Rural,1,366.222,62.06,NICOBAR,195,2001
2009-10:Q4,EASTERN REGION,ANDAMAN & NICOBAR ISLANDS,NATIONALISED BANKS,Rural,2,270.106,102.488,SOUTH ANDAMAN,194,2001
2009-10:Q4,EASTERN REGION,ANDAMAN & NICOBAR ISLANDS,NATIONALISED BANKS,Semi-urban,14,5592.757,2108.628,SOUTH ANDAMAN,194,2001
2009-10:Q4,EASTERN REGION,ANDAMAN & NICOBAR ISLANDS,PRIVATE SECTOR BANKS,Semi-urban,1,1378.81,107.58,SOUTH ANDAMAN,194,2001
2009-10:Q4,EASTERN REGION,ANDAMAN & NICOBAR ISLANDS,SBI AND ITS ASSOCIATES,Rural,1,343.526,44.432,NICOBAR,195,2001
2009-10:Q4,EASTERN REGION,ANDAMAN & NICOBAR ISLANDS,SBI AND ITS ASSOCIATES,Rural,4,1260.176,480.567,NORTH AND MIDDLE ANDAMAN,301,2001
2009-10:Q4,EASTERN REGION,ANDAMAN & NICOBAR ISLANDS,SBI AND ITS ASSOCIATES,Rural,8,1417.458,753.721,SOUTH ANDAMAN,194,2001
2009-10:Q4,EASTERN REGION,ANDAMAN & NICOBAR ISLANDS,SBI AND ITS ASSOCIATES,Semi-urban,1,380.636,43.465,NICOBAR,195,2001
2009-10:Q4,EASTERN REGION,ANDAMAN & NICOBAR ISLANDS,SBI AND ITS ASSOCIATES,Semi-urban,4,5045.113,2053.348,SOUTH ANDAMAN,194,2001
2009-10:Q4,EASTERN REGION,BIHAR,FOREIGN BANKS,Metropolitan,2,1282.459,7.823,PATNA,60,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Metropolitan,163,159996.952,38518.676,PATNA,60,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,3,258.736,78.714,SHEOHAR,65,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,5,487.741,266.832,SHEIKHPURA,79,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,5,929.974,368.006,KHAGARIA,85,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,6,900.948,310.713,MADHEPURA,68,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,8,1103.96,304.08,LAKHISARAI,75,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,12,2063.655,536.137,MUNGER,72,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,13,958.557,646.891,ARARIA,83,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,14,1296.584,537.931,SAHARSA,76,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,14,2825.875,648.373,ARWAL,109,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,14,3082.87,942.602,GOPALGANJ,63,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,15,967.267,515.522,KISHANGANJ,49,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,15,1578.843,595.757,JEHANABAD,81,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,16,2674.99,774.952,JAMUI,47,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,17,2120.284,659.909,NAWADA,59,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,18,1818.496,1189.368,PASCHIMI CHAMPARAN,64,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,19,1665.839,1084.211,PURNIA,78,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,19,3702.659,1034.678,NALANDA,51,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,20,2769.172,843.75,BUXAR,45,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,20,3234.697,900.817,MADHUBANI,54,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,21,2217.832,722.493,DARBHANGA,74,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,22,3228.073,888.973,SUPAUL,48,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,24,4282.051,1139.077,BHOJPUR,52,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,25,2858.56,1226.335,SITAMARHI,50,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,25,3478.147,2223.636,KAIMUR,37,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,26,3772.661,1530.237,PURBI CHAMPARAN,53,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,29,4730.296,1203.111,AURANGABAD,58,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,29,5186.583,1911.559,VAISHALI,89,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,30,4504.406,2189.467,ROHTAS,67,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,32,5237.007,2246.743,SAMASTIPUR,55,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,32,7042.837,1741.179,SARAN,66,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,35,3991.946,1553.629,BANKA,46,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,35,8494.031,1434.181,SIWAN,57,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,36,4236.224,1558.067,BEGUSARAI,77,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,41,2997.605,1832.321,KATIHAR,71,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,48,8687.504,3037.865,MUZAFFARPUR,62,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,51,5010.35,1743.353,BHAGALPUR,80,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,55,6697.702,2094.638,GAYA,70,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Rural,80,11961.436,3272.017,PATNA,60,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,2,1213.984,176.461,SHEIKHPURA,79,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,3,322.258,83.431,SAHARSA,76,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,3,710.075,329.289,PURNIA,78,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,4,590.82,383.68,BANKA,46,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,4,1596.25,237.165,JAMUI,47,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,5,605.873,284.246,KATIHAR,71,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,5,1326.616,295.153,ROHTAS,67,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,5,1437.71,236.307,SIWAN,57,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,5,2015.597,256.916,MUNGER,72,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,6,681.586,546.032,PASCHIMI CHAMPARAN,64,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,6,1489.282,349.907,SHEOHAR,65,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,6,1665.206,607.071,MUZAFFARPUR,62,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,6,2201.6,528.771,VAISHALI,89,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,7,2087.506,583.359,MADHEPURA,68,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,7,2219.497,357.616,JEHANABAD,81,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,7,2484.366,419.632,LAKHISARAI,75,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,8,1207.999,320.055,DARBHANGA,74,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,8,2361.047,389.496,KAIMUR,37,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,8,3089.342,433.321,NAWADA,59,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,9,2263.774,499.291,SUPAUL,48,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,9,2658.968,461.39,NALANDA,51,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,9,3041.744,617.755,GAYA,70,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,10,1330.66,300.077,BHAGALPUR,80,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,10,3720.234,699.03,SARAN,66,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,11,2877.827,456.732,BHOJPUR,52,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,12,1849.461,490.945,KISHANGANJ,49,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,12,2335.51,849.838,KHAGARIA,85,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,12,4541.891,829.714,GOPALGANJ,63,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,16,7281.132,1003.685,AURANGABAD,58,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,17,3094.945,1139.816,PURBI CHAMPARAN,53,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,18,3416.006,1046.086,ARARIA,83,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,20,5639.954,1166.374,BUXAR,45,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,23,8703.382,1966.055,SITAMARHI,50,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,23,8855.613,1610.646,PATNA,60,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,27,8588.705,2027.486,MADHUBANI,54,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,29,8085.516,2336.882,BEGUSARAI,77,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Semi-urban,32,8333.434,2343.013,SAMASTIPUR,55,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Urban,6,2821.199,601.979,SAHARSA,76,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Urban,8,2885.611,468.233,PATNA,60,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Urban,8,4521.498,866.273,PURBI CHAMPARAN,53,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Urban,8,5206.473,1052.788,PASCHIMI CHAMPARAN,64,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Urban,11,5770.114,839.703,MUNGER,72,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Urban,12,7649.6,1458.23,SARAN,66,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Urban,14,4456.214,1248.907,KATIHAR,71,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Urban,14,6099.192,1353.677,NALANDA,51,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Urban,14,7060.026,1556.7,ROHTAS,67,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Urban,14,8114.381,1103.424,SIWAN,57,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Urban,14,8398.746,1428.038,BHOJPUR,52,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Urban,17,5372.461,1786.157,PURNIA,78,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Urban,19,6809.332,1818.819,VAISHALI,89,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Urban,32,14130.321,3090.686,GAYA,70,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Urban,33,11123.706,2694.346,BHAGALPUR,80,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Urban,33,12081.506,2625.398,DARBHANGA,74,2001
2009-10:Q4,EASTERN REGION,BIHAR,NATIONALISED BANKS,Urban,44,17072.258,11929.564,MUZAFFARPUR,62,2001
2009-10:Q4,EASTERN REGION,BIHAR,PRIVATE SECTOR BANKS,Metropolitan,21,16853.755,4190.385,PATNA,60,2001
2009-10:Q4,EASTERN REGION,BIHAR,PRIVATE SECTOR BANKS,Semi-urban,0,0,0,NAWADA,59,2001
2009-10:Q4,EASTERN REGION,BIHAR,PRIVATE SECTOR BANKS,Semi-urban,1,0.107,0,KISHANGANJ,49,2001
2009-10:Q4,EASTERN REGION,BIHAR,PRIVATE SECTOR BANKS,Semi-urban,1,15.561,0.001,AURANGABAD,58,2001
2009-10:Q4,EASTERN REGION,BIHAR,PRIVATE SECTOR BANKS,Semi-urban,1,17.554,0.001,PURBI CHAMPARAN,53,2001
2009-10:Q4,EASTERN REGION,BIHAR,PRIVATE SECTOR BANKS,Semi-urban,1,24.8,0.303,MADHUBANI,54,2001
2009-10:Q4,EASTERN REGION,BIHAR,PRIVATE SECTOR BANKS,Semi-urban,1,29.583,0.003,SAMASTIPUR,55,2001
2009-10:Q4,EASTERN REGION,BIHAR,PRIVATE SECTOR BANKS,Semi-urban,2,103.972,0.543,GOPALGANJ,63,2001
2009-10:Q4,EASTERN REGION,BIHAR,PRIVATE SECTOR BANKS,Semi-urban,2,118.041,0.631,BUXAR,45,2001
2009-10:Q4,EASTERN REGION,BIHAR,PRIVATE SECTOR BANKS,Semi-urban,3,501.131,2.327,BEGUSARAI,77,2001
2009-10:Q4,EASTERN REGION,BIHAR,PRIVATE SECTOR BANKS,Urban,0,0,0,MUNGER,72,2001
2009-10:Q4,EASTERN REGION,BIHAR,PRIVATE SECTOR BANKS,Urban,1,0.11,0,PURBI CHAMPARAN,53,2001
2009-10:Q4,EASTERN REGION,BIHAR,PRIVATE SECTOR BANKS,Urban,1,63.612,0.707,BHOJPUR,52,2001
2009-10:Q4,EASTERN REGION,BIHAR,PRIVATE SECTOR BANKS,Urban,1,128.313,0.712,SARAN,66,2001
2009-10:Q4,EASTERN REGION,BIHAR,PRIVATE SECTOR BANKS,Urban,1,134.036,10.327,NALANDA,51,2001
2009-10:Q4,EASTERN REGION,BIHAR,PRIVATE SECTOR BANKS,Urban,1,136.46,10.391,KATIHAR,71,2001
2009-10:Q4,EASTERN REGION,BIHAR,PRIVATE SECTOR BANKS,Urban,3,313.83,3.667,PURNIA,78,2001
2009-10:Q4,EASTERN REGION,BIHAR,PRIVATE SECTOR BANKS,Urban,3,347.168,16.591,PASCHIMI CHAMPARAN,64,2001
2009-10:Q4,EASTERN REGION,BIHAR,PRIVATE SECTOR BANKS,Urban,3,392.527,15.091,VAISHALI,89,2001
2009-10:Q4,EASTERN REGION,BIHAR,PRIVATE SECTOR BANKS,Urban,3,449.238,0.847,SIWAN,57,2001
2009-10:Q4,EASTERN REGION,BIHAR,PRIVATE SECTOR BANKS,Urban,3,747.761,16.271,DARBHANGA,74,2001
2009-10:Q4,EASTERN REGION,BIHAR,PRIVATE SECTOR BANKS,Urban,3,1139.277,35.79,GAYA,70,2001
2009-10:Q4,EASTERN REGION,BIHAR,PRIVATE SECTOR BANKS,Urban,3,1368.181,62.794,BHAGALPUR,80,2001
2009-10:Q4,EASTERN REGION,BIHAR,PRIVATE SECTOR BANKS,Urban,5,1943.073,190.581,MUZAFFARPUR,62,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Metropolitan,6,1059.659,235.295,PATNA,60,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,7,349.233,186.728,SHEOHAR,65,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,8,489.893,191.825,BHAGALPUR,80,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,8,1186.159,366.207,JEHANABAD,81,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,9,477.131,193.834,SHEIKHPURA,79,2001
2009-10:Q4,EASTERN REGION,BIHAR,REGIONAL RURAL BANKS,Rural,9,536.871,263.867,BANKA,46,2001
